Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Sprinters Stakes 2021,1,,,,Nakayama,1200,five,,,,5,1,,2,7,,,,,2,,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,six,,,,6,,1,4,6,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,six,,1,1,4,1,,1,1,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,seven,,,,5,1,,14,3,1,,,,2,-0.5,,5,
Sprinters Stakes 2021,1,,,,Nakayama,1200,seven,,,,6,,1,6,6,1,,,,,,,22,1
Sprinters Stakes 2021,1,,,,Nakayama,1200,eight,,,,5,,1,13,6,1,,,,2,1,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,eight,,,,6,1,,3,2,,1,,,2,-1.5,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,one,,,,7,1,,13,4,,,,,2,-1,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,one,,,,5,1,,2,1,,,,,2,-1.5,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,two,,1,1,5,,1,1,1,1,,,,1,,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,two,,,,7,,1,13,17,1,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,three,,,,6,1,,2,12,,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,three,,,,5,,1,2,2,,,,,2,,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,four,,,,5,,1,3,2,1,,,,1,,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,four,,,,6,,1,7,6,,,,,2,1,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,five,,,,5,,1,15,1,1,,,,2,-1,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,five,1,1,1,4,1,,1,3,1,,,,,-1,-4,16,
Sprinters Stakes 2020,1,,,,Nakayama,1200,six,,,,5,1,,16,11,,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,six,,,,3,,1,5,3,,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,seven,,,,6,,1,1,8,1,,,,2,,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,seven,,,,4,1,,1,5,1,,,,2,1,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,eight,,,,4,,1,7,6,1,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,eight,,,1,4,1,,3,10,1,,,,2,-0.5,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,one,,,,7,,1,6,6,,,,,2,-0.5,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,one,,,1,4,,1,1,1,,,,,2,,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,two,,,,6,,1,6,5,,,,,2,-1,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,two,,,,5,1,,3,3,1,,,,2,1,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,three,,,,7,1,,10,13,,,,,,,-4,19,
Sprinters Stakes 2019,1,,,,Nakayama,1200,three,,,,3,1,,18,15,1,,,,,-2,-12,18,
Sprinters Stakes 2019,1,,,,Nakayama,1200,four,,1,1,4,1,,4,2,,,,,2,,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,four,1,1,1,4,,1,1,1,,,,,1,,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,five,,,,3,1,,2,3,1,,,,2,1,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,five,,,,4,1,,11,9,1,,,,1,1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,six,,,,7,,1,14,9,1,1,,,2,1,-5,6,
Sprinters Stakes 2019,1,,,,Nakayama,1200,six,,,,6,1,,6,4,1,,,,1,1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,seven,,,,4,,1,8,2,,,,,1,-1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,seven,,,,3,,1,10,8,1,,,,2,1,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,eight,,,,3,1,,3,3,,,,,1,1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,eight,,,,3,,1,2,7,1,,,,1,1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,one,,,1,7,,1,5,9,1,,,,1,1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,one,,,,7,,1,14,8,,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,two,,,,5,1,,1,1,1,,,,4,,-2,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,two,,,,10,,1,12,12,1,,,,2,-1,,12,
Sprinters Stakes 2018,1,,,,Nakayama,1200,three,,,,6,,1,1,6,1,,,,2,1,,5,
Sprinters Stakes 2018,1,,,,Nakayama,1200,three,,,,5,1,,2,4,,,,,2,,,5,
Sprinters Stakes 2018,1,,,,Nakayama,1200,four,,,,6,,1,4,5,1,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,four,1,1,1,5,,1,1,1,,,,,1,-1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,five,,1,1,3,1,,2,2,1,,,,1,1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,five,,,,6,1,,5,2,,,,,2,,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,six,,,,5,,1,1,3,,,,,2,,,14,
Sprinters Stakes 2018,1,,,,Nakayama,1200,six,,,,5,1,,1,1,,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,seven,,,,8,,1,11,13,,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,eight,,,,5,,,9,3,,,,,2,-1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,eight,,,,7,,1,9,8,1,,,,,-1,-4,16,
Queen Stakes 2022,3,,1,,,1800,,1,1,1,5,1,,13,8,1,,,,-2,1,2,10,
Queen Stakes 2022,3,,1,,,1800,,,,1,6,1,,4,18,,,,,-2,,2,10,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,1,4,1,,,,2,1,,3,
Queen Stakes 2022,3,,1,,,1800,,,1,1,6,1,,4,2,1,,,,3,,-2,4,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,17,11,1,,,,-2,2,2,10,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,18,10,,,,,-2,1,2,10,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,11,10,1,,,,,1,6,6,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,13,12,1,,,,,2,-2,5,
Queen Stakes 2022,3,,1,,,1800,,,,,6,1,,12,8,1,,,,,1,-2,1,
Queen Stakes 2022,3,,1,,,1800,,,,,3,1,,13,7,,,,,2,-3,-6,9,
Queen Stakes 2022,3,,1,,,1800,,,,,4,1,,6,5,1,,,,2,3,,9,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,7,5,1,,,,,,-2,5,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,1,8,1,,,,3,,-2,2,
Queen Stakes 2022,3,,1,,,1800,,,,,5,1,,6,15,,,,,,2,-2,5,
Ibis Summer Dash 2022,3,,,,,1000,,,,,7,,1,5,13,1,,,,1,1,-2,15,
Ibis Summer Dash 2022,3,,,,,1000,,,,,10,,1,16,16,1,,,,2,-1,-2,1,
Ibis Summer Dash 2022,3,,,,,1000,,,,,4,1,,6,5,1,,,,2,-1,,9,
Ibis Summer Dash 2022,3,,,,,1000,,,,,4,1,,7,6,1,,,,,2,-2,3,
Ibis Summer Dash 2022,3,,,,,1000,,,,1,5,,1,6,8,1,,,,,2,-2,3,
Ibis Summer Dash 2022,3,,,,,1000,,,,,6,1,,1,2,,,,,2,1,,9,
Ibis Summer Dash 2022,3,,,,,1000,,,,,6,1,,15,13,1,,,,1,3,-4,4,
Ibis Summer Dash 2022,3,,,,,1000,,,,,4,1,,1,3,1,,,,3,-1,-2,5,
Ibis Summer Dash 2022,3,,,,,1000,,,,,6,,1,13,13,1,1,,,2,,-4,33,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,1,,8,1,,,,,2,1,,9,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,1,,1,1,1,,,,3,1,-2,49,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,1,,1,2,,,,,3,-1,,11,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,,1,7,2,1,,,,,,-2,6,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,,1,11,6,1,1,,,2,,-2,7,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,1,,15,12,,,,,1,-1,-6,5,
Ibis Summer Dash 2022,3,,,,,1000,,1,1,1,7,1,,4,6,,,,,2,1,,9,
Ibis Summer Dash 2022,3,,,,,1000,,,1,1,5,1,,3,9,,,,,2,2,,9,
Ibis Summer Dash 2022,3,,,,,1000,,,,,5,1,,16,9,,,,,,,-2,3,
Chukyo Kinen 2022,3,,,,,1800,,,,,10,,1,4,14,1,,,,1,,2,12,
Chukyo Kinen 2022,3,,,,,1800,,,,,5,1,,10,14,,,,,2,-1,2,9,
Chukyo Kinen 2022,3,,,,,1800,,,,,5,,1,9,11,1,,,,,,,5,
Chukyo Kinen 2022,3,,,,,1800,,,,,7,,1,2,6,,,,,-1,-1,-2,9,
Chukyo Kinen 2022,3,,,,,1800,,,,,6,,1,2,6,,,,,-1,-1,2,4,
Chukyo Kinen 2022,3,,,,,1800,,,,,6,,1,11,14,1,,,,-1,-2,2,4,
Chukyo Kinen 2022,3,,,,,1800,,,,,7,,,14,11,1,,,,-1,-2,2,4,
Chukyo Kinen 2022,3,,,,,1800,,,,,5,,1,7,4,1,,,,,,-2,1,
Chukyo Kinen 2022,3,,,,,1800,,,,,5,,,3,8,,,,,2,,,8,
Chukyo Kinen 2022,3,,,,,1800,,,,,4,1,,7,5,,,,,1,-2,2,4,
Chukyo Kinen 2022,3,,,,,1800,,,1,1,6,,1,18,18,1,,,,-2,-1,2,6,
Chukyo Kinen 2022,3,,,,,1800,,,,,4,,1,6,3,1,,,,1,-2,2,4,
Chukyo Kinen 2022,3,,,,,1800,,,,,8,,1,8,9,1,1,,,,0.5,-1,8,
Chukyo Kinen 2022,3,,,,,1800,,1,1,1,5,,1,2,4,,,,,1,-1,2,10,
Chukyo Kinen 2022,3,,,,,1800,,,,1,5,,1,3,4,,,,,-1,,2,12,
Chukyo Kinen 2022,3,,,,,1800,,,,,9,,1,13,16,1,,,,,-1,6,2,
Hakodate Kinen 2022,3,,,,,2000,,1,1,1,6,,1,15,11,1,,,,-2,-1,-12,10,
Hakodate Kinen 2022,3,,,,,2000,,,,,7,,1,11,11,,,,,2,-5,2,1,
Hakodate Kinen 2022,3,,,,,2000,,,,,6,1,,8,9,1,,,,,,2,11,
Hakodate Kinen 2022,3,,,,,2000,,,,,7,,1,10,9,,,,,2,-5,2,1,
Hakodate Kinen 2022,3,,,,,2000,,,1,1,6,,1,2,6,,,,,-1,,-5,6,
Hakodate Kinen 2022,3,,,,,2000,,,,,5,,1,1,6,,,,,3,-3,2,8,
Hakodate Kinen 2022,3,,,,,2000,,,,,6,,1,10,10,1,,,,,,,9,
Hakodate Kinen 2022,3,,,,,2000,,,,1,6,,1,6,15,,,,,-2,-2,,14,
Hakodate Kinen 2022,3,,,,,2000,,,,,5,,1,5,2,1,,,,1,-1,,8,
Hakodate Kinen 2022,3,,,,,2000,,,,,8,,1,4,3,1,,,,2,-1,2,1,
Hakodate Kinen 2022,3,,,,,2000,,,,,5,,1,16,6,,,,,1,,,12,
Hakodate Kinen 2022,3,,,,,2000,,,,,7,,1,3,3,1,,,,,1.5,,5,
Hakodate Kinen 2022,3,,,,,2000,,,,,7,,1,10,17,1,,,,-2,-1,-2,2,
Hakodate Kinen 2022,3,,,,,2000,,,,,8,,1,3,10,,,,,2,-1,2,1,
Hakodate Kinen 2022,3,,,,,2000,,,,,6,,1,10,10,,,,,,-1,,5,
Hakodate Kinen 2022,3,,,,,2000,,,,,6,,,6,8,1,,,,2,-3,2,1,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,8,,,,,-3,,-2,4,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,1,2,,1,1,1,,1,,,-3,,2,3,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,1,1,2,,1,1,2,,,,,-3,,,4,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,3,2,,,,,-3,,,2,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,1,,,,,-3,,,3,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,1,,1,,,-3,,2,1,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,2,1,,,,-3,,,1,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,2,,,,,-3,,,1,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,2,,,,,-3,,,3,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,2,1,,,,-3,,,2,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,4,1,,,,-3,,2,4,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,1,1,1,2,1,,1,4,,,,,-3,,,1,
Hakodate Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,2,1,,,,-3,,,,
Procyon Stakes 2022,3,,,1,,1700,,,,,7,,1,10,5,1,,,,,,3,22,
Procyon Stakes 2022,3,,,1,,1700,,,,,8,,1,6,7,1,,,,-2,1,1,8,
Procyon Stakes 2022,3,,,1,,1700,,,,,7,,1,15,2,1,,,,2,-2,-4,54,
Procyon Stakes 2022,3,,,1,,1700,,,,,5,,1,10,5,1,,,,2,-1,-4,2,
Procyon Stakes 2022,3,,,1,,1700,,,,,6,,1,3,8,1,,,,2,-3,1,4,
Procyon Stakes 2022,3,,,1,,1700,,,,,5,,,9,11,1,,,,2,,-4,2,
Procyon Stakes 2022,3,,,1,,1700,,,,,7,,1,6,1,1,,,,2,-2,-4,2,
Procyon Stakes 2022,3,,,1,,1700,,,,,8,,1,7,3,,,,,2,-1,,9,
Procyon Stakes 2022,3,,,1,,1700,,,,1,7,,1,2,9,1,,,,2,-1,-4,2,
Procyon Stakes 2022,3,,,1,,1700,,,1,1,8,,1,15,14,1,,,,,,-2,6,
Procyon Stakes 2022,3,,,1,,1700,,,,,6,,1,12,13,,,,,2,1,-1,3,
Procyon Stakes 2022,3,,,1,,1700,,1,1,1,6,,1,3,6,1,,,,2,,-4,2,
Procyon Stakes 2022,3,,,1,,1700,,,,,6,,1,2,7,1,,1,,-2,-2,-5,53,
Procyon Stakes 2022,3,,,1,,1700,,,,,5,,1,6,2,1,,,,-1,2,-7,15,
Procyon Stakes 2022,3,,,1,,1700,,,,,4,,1,1,1,1,,,,2,-1,1,8,
Procyon Stakes 2022,3,,,1,,1700,,,,,4,,1,1,5,,,,,2,-2,,9,
Tanabata Sho 2022,3,,,,,2000,,,,,6,,1,8,3,1,,,,1,-2,-6,47,
Tanabata Sho 2022,3,,,,,2000,,,,,6,1,,16,10,1,,,,,-1,2,10,
Tanabata Sho 2022,3,,,,,2000,,,,,6,,,15,14,,,,,-2,-1,,13,
Tanabata Sho 2022,3,,,,,2000,,,,,5,1,,11,12,1,,,,,-2,2,10,
Tanabata Sho 2022,3,,,,,2000,,,,,9,,1,13,15,1,,,,,,,8,
Tanabata Sho 2022,3,,,,,2000,,,1,1,5,,1,4,5,,,,,-2,-1,-12,9,
Tanabata Sho 2022,3,,,,,2000,,,,,4,,1,13,12,1,,,,-2,-0.5,,13,
Tanabata Sho 2022,3,,,,,2000,,,,,6,,,2,12,1,,,,,1,4,13,
Tanabata Sho 2022,3,,,,,2000,,,,,6,,1,7,6,1,,,,,1,,4,
Tanabata Sho 2022,3,,,,,2000,,,,,4,1,,4,6,,,,,3,-5,2,15,
Tanabata Sho 2022,3,,,,,2000,,,,,5,,1,1,5,,,,,1,1.5,,11,
Tanabata Sho 2022,3,,,,,2000,,,,1,5,,1,16,14,1,,,,-1,,-5,5,
Tanabata Sho 2022,3,,,,,2000,,,,,5,,1,8,13,1,,,,-1,,-5,5,
Tanabata Sho 2022,3,,,,,2000,,,,,6,,1,11,9,,,,,,-0.5,2,3,
Tanabata Sho 2022,3,,,,,2000,,,,,6,,1,4,4,1,,,,2,-1,,21,
Tanabata Sho 2022,3,,,,,2000,,1,1,1,5,,1,7,11,1,,,,-1,-2,-2,20,
CBC Sho 2022,3,,,,,1200,,,,,9,,1,17,17,1,,,,1,,2,4,
CBC Sho 2022,3,,,,,1200,,,,1,3,1,,1,1,1,,,,3,-3,2,3,
CBC Sho 2022,3,,,,,1200,,,,,5,1,,16,13,1,1,,,2,-1,,8,
CBC Sho 2022,3,,,,,1200,,,,,5,1,,16,13,1,1,,,3,-4,,2,
CBC Sho 2022,3,,,,,1200,,1,1,1,3,1,,1,2,1,,,,3,-4,,1,
CBC Sho 2022,3,,,,,1200,,,,,6,1,,12,18,1,,,,1,,2,4,
CBC Sho 2022,3,,,,,1200,,,,,6,,,13,16,,1,,,2,-4,2,,
CBC Sho 2022,3,,,,,1200,,,1,1,5,,1,2,2,1,,,,1,,,11,
CBC Sho 2022,3,,,,,1200,,,,,5,,1,2,10,1,,,,2,,-2,5,
CBC Sho 2022,3,,,,,1200,,,,,5,,1,11,8,,,,,1,,2,32,
CBC Sho 2022,3,,,,,1200,,,,,6,,1,1,5,1,,,,3,-3,,8,
CBC Sho 2022,3,,,,,1200,,,,,5,1,,5,1,,,,,1,,2,4,
CBC Sho 2022,3,,,,,1200,,,,,4,,1,16,6,1,1,,,1,-2,,10,
CBC Sho 2022,3,,,,,1200,,,,,5,1,,15,10,1,1,,,3,-3,0.5,10,
CBC Sho 2022,3,,,,,1200,,,,,4,1,,10,7,1,,,,2,,2,5,
CBC Sho 2022,3,,,,,1200,,,,,7,1,,14,13,1,,,,2,,2,5,
CBC Sho 2022,3,,,,,1200,,,,,6,,1,9,16,1,,,,-2,-1,2,13,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,1,3,,1,17,11,,,,,-2,-2,-2,10,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,1,1,1,,,,3,-1,4,2,
Radio NIKKEI Sho 2022,3,3,,,,1800,,1,1,1,3,,1,1,5,,,,,1,-1,-2,4,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,12,8,,,,,-1,-4,-6,8,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,1,,13,15,1,,,,-2,-2,2,11,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,14,12,,,,,-2,-2,-2,10,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,1,1,3,,1,11,5,,,,,1,-3,-2,7,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,1,,1,9,1,,,,3,-3,2,7,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,2,9,1,,,,,,,13,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,8,6,1,,,,3,-4,-2,10,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,1,,17,7,1,,,,-2,-1,2,7,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,5,3,1,,,,1,-2,-2,7,
Radio NIKKEI Sho 2022,3,3,,,,1800,,,,,3,,1,1,1,1,,,,3,-2,2,12,
Sirius Stakes 2022,3,,,1,,1900,,,,,6,,1,10,16,1,,,,,-3,,18,
Sirius Stakes 2022,3,,,1,,1900,,,,,6,,1,1,2,1,,,,2,1,1,15,
Sirius Stakes 2022,3,,,1,,1900,,,,1,6,,1,9,7,1,,,,-2,1,-1,12,
Sirius Stakes 2022,3,,,1,,1900,,,,,7,1,,11,10,1,,1,,-1,-2,3,24,
Sirius Stakes 2022,3,,,1,,1900,,,,,5,,1,7,4,,,,,,,,18,
Sirius Stakes 2022,3,,,1,,1900,,,,,4,,1,1,7,1,,,,3,-3,2,3,
Sirius Stakes 2022,3,,,1,,1900,,,,,5,,1,15,11,1,,,,2,-3,1,1,
Sirius Stakes 2022,3,,,1,,1900,,,1,1,3,,1,3,2,1,,,,,-3,1,7,
Sirius Stakes 2022,3,,,1,,1900,,1,1,1,5,,1,1,4,,,,,1,1,1,4,
Sirius Stakes 2022,3,,,1,,1900,,,,,7,,1,9,8,,,,,2,-2,2,6,
Sirius Stakes 2022,3,,,1,,1900,,,,,7,,1,3,12,1,,,,,-1,2,11,
Sirius Stakes 2022,3,,,1,,1900,,,,,4,,1,1,2,,,,,,3,-1,10,
Sirius Stakes 2022,3,,,1,,1900,,,,,4,,1,9,5,1,,,,2,-1,1,15,
Sirius Stakes 2022,3,,,1,,1900,,,,,3,,1,8,2,1,,,,,-3,3,14,
Sirius Stakes 2022,3,,,1,,1900,,,,,7,,1,10,3,,,,,,0.5,2,11,
Sirius Stakes 2022,3,,,1,,1900,,,,,5,1,,6,4,,,,,,-2.5,3,11,
Sprinters Stakes 2022,1,,,,,1200,,,,,3,1,,7,2,,,,,2,2,,5,
Sprinters Stakes 2022,1,,,,,1200,,1,1,1,7,,1,17,9,,,,,2,-1,,5,
Sprinters Stakes 2022,1,,,,,1200,,,,,5,1,,12,7,,,,,2,,,4,
Sprinters Stakes 2022,1,,,,,1200,,,,,7,,1,14,17,,,,,,-1,-4,16,
Sprinters Stakes 2022,1,,,,,1200,,,,,6,1,,6,5,1,,,,2,,,4,
Sprinters Stakes 2022,1,,,,,1200,,,,1,6,,1,9,12,,,,,,-1,-4,16,
Sprinters Stakes 2022,1,,,,,1200,,,1,1,3,,1,2,2,,,,,2,1,,4,
Sprinters Stakes 2022,1,,,,,1200,,,,,6,,1,2,6,,,,,1,1,,2,
Sprinters Stakes 2022,1,,,,,1200,,,,,3,1,,3,1,,,,,2,,,5,
Sprinters Stakes 2022,1,,,,,1200,,,,,5,,1,2,3,1,,,,2,,,5,
Sprinters Stakes 2022,1,,,,,1200,,,,,7,,1,4,7,,,,,,,,26,
Sprinters Stakes 2022,1,,,,,1200,,,,,5,,1,1,6,1,,,,2,1,,4,
Sprinters Stakes 2022,1,,,,,1200,,,,,4,1,,1,1,,,,,1,,,2,
Sprinters Stakes 2022,1,,,,,1200,,,,,8,,1,9,10,,,,,1,1,,2,
Sprinters Stakes 2022,1,,,,,1200,,,,,4,,1,2,2,1,,,,,-1,-4,16,
Sprinters Stakes 2022,1,,,,,1200,,,,,6,1,,7,5,,,,,2,,,8,
Mermaid Stakes 2022,3,,1,,,2000,,,,,4,1,,3,2,1,,,,3,-2,-2,14,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,16,8,1,,,,,,2,13,
Mermaid Stakes 2022,3,,1,,,2000,,,,1,5,1,,4,1,1,,,,1,,,4,
Mermaid Stakes 2022,3,,1,,,2000,,,,,4,1,,5,3,1,,,,3,-4,,3,
Mermaid Stakes 2022,3,,1,,,2000,,,,,4,1,,1,5,1,,,,3,-4,2,4,
Mermaid Stakes 2022,3,,1,,,2000,,,,,4,1,,4,1,1,,,,3,-4,,3,
Mermaid Stakes 2022,3,,1,,,2000,,1,1,1,5,1,,4,4,1,,,,1,,-4,5,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,1,13,1,1,,,3,-3,3,6,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,5,2,1,,,,,1,2,7,
Mermaid Stakes 2022,3,,1,,,2000,,,,,4,1,,9,1,,,,,,1,,5,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,8,4,1,,,,-1,1,-2,21,
Mermaid Stakes 2022,3,,1,,,2000,,,1,1,4,1,,8,5,,,,,-1,2,-2,17,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,14,15,1,,,,,-2,2,7,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,12,10,1,,,,,1,,21,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,6,8,1,,,,,-1,2,7,
Mermaid Stakes 2022,3,,1,,,2000,,,,,5,1,,17,10,1,,,,-1,1.5,2,34,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,1,5,,,,,2,,,4,
Unicorn Stakes 2022,3,3,,1,,1600,,,1,1,3,,1,8,8,,,,,-1,1,-3,11,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,11,11,1,,,,-1,1,-3,11,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,1,1,1,,,,3,,2,7,
Unicorn Stakes 2022,3,3,,1,,1600,,1,1,1,3,,1,5,2,,,,,2,,,4,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,1,2,,,,,3,,,6,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,1,1,,,,,2,-1,2,6,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,1,8,1,,,,3,,,2,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,12,10,1,,,,2,,,4,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,5,2,,,1,,-2,-1,,5,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,4,4,,,,,2,,,4,
Unicorn Stakes 2022,3,3,,1,,1600,,,,1,3,,1,3,9,,,,,2,,,4,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,5,2,,,1,,-1,,,9,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,1,3,1,,,,2,,,5,
Unicorn Stakes 2022,3,3,,1,,1600,,,,,3,,1,10,10,,,1,,-2,-1,,5,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,3,,1,15,8,,,,,-2,-5,-4,4,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,5,,1,7,4,,,,,2,,,4,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,7,,1,13,14,1,,,,-2,1,,10,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,7,,,3,17,,,,,-2,,,10,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,1,7,,1,4,4,1,,,,1,,,8,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,4,1,,1,3,,,,,2,-1,,4,
Hakodate Sprint Stakes 2022,3,,,,,1200,,1,1,1,3,1,,3,6,,,,,-2,-5,-4,8,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,5,,1,1,1,,,,,1,1,,8,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,8,,1,13,7,1,,,,,,-4,9,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,7,,1,10,14,,1,,,2,,-2,31,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,1,1,5,,1,1,2,,,,,2,-1,,8,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,5,1,,6,13,1,,,,2,,,4,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,5,,,3,5,,,,,,1,,13,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,5,1,,10,11,,,,,-1,,-4,8,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,8,,1,9,12,,,,,2,,2,2,
Hakodate Sprint Stakes 2022,3,,,,,1200,,,,,4,1,,17,10,1,,,,,-1,,10,
